,delay[s]
155703,0.105
155704,0.472
155705,0.083
155706,0.092
155707,0.296
155708,0.191
155709,0.151
155710,0.077
155711,0.236
155712,0.111
155713,0.083
155714,0.317
155715,0.313
155716,0.19
155717,0.081
155718,0.098
155719,0.455
155720,0.117
155721,0.556
155722,0.062
155723,0.093
155724,0.115
155725,0.074
155726,0.066
155727,0.06
155728,0.491
155729,0.301
155730,0.07
155731,0.061
155732,0.07
155733,0.313
155734,0.575
155735,0.071
155736,0.042
155737,0.133
155738,0.295
155739,0.034
155740,0.319
155741,0.09
155742,0.027
155743,0.194
155744,0.143
155745,0.11
155746,0.09
155747,0.428
155748,0.101
155749,0.224
155750,0.13
155751,0.186
155752,0.118
155753,0.107
155754,0.153
155755,0.092
155756,0.1
155757,0.211
155758,0.217
155759,0.384
155760,0.197
155761,0.097
155762,0.526
155763,0.156
155764,0.155
155765,0.031
155766,0.248
155767,0.17
155768,0.201
155769,0.174
155770,0.133
155771,0.202
155772,0.267
155773,0.274
155774,0.474
155775,0.24
155776,0.107
155777,0.326
155778,0.176
155779,0.181
155780,0.106
155781,0.132
155782,0.189
155783,0.031
155784,0.177
155785,0.059
155786,0.081
155787,0.093
155788,0.439
155789,0.074
155790,0.043
155791,0.251
155792,0.117
155793,0.19
155794,0.188
155795,0.362
155796,0.157
155797,0.171
155798,0.197
155799,0.019
155800,0.183
155801,0.431
155802,0.335
155803,0.166
155804,0.118
155805,0.185
155806,0.122
155807,0.322
155808,0.131
155809,0.339
155810,0.048
155811,0.217
155812,0.366
155813,0.023
155814,0.055
155815,0.152
155816,0.163
155817,0.088
155818,0.101
155819,0.229
155820,0.199
155821,0.311
155822,0.308
155823,0.15
155824,0.296
155825,0.386
155826,0.288
155827,0.219
155828,0.052
155829,0.236
155830,0.047
155831,0.095
155832,0.201
155833,0.082
155834,0.782
155835,0.059
155836,0.063
155837,0.057
155838,0.091
155839,0.07
155840,0.097
155841,0.139
155842,0.291
155843,0.111
155844,0.094
155845,0.044
155846,0.095
155847,0.187
155848,0.437
155849,0.023
155850,0.222
155851,0.157
155852,0.207
155853,0.107
155854,0.417
155855,0.12
155856,0.201
155857,0.22
155858,0.143
155859,0.045
155860,0.228
155861,0.08
155862,0.21
155863,0.179
155864,0.232
155865,0.351
155866,0.164
155867,0.737
155868,0.106
155869,0.041
155870,0.051
155871,0.015
155872,0.107
155873,0.469
155874,0.275
155875,0.269
155876,0.165
155877,0.063
155878,0.304
155879,0.18
155880,0.231
155881,0.204
155882,0.201
155883,0.04
155884,0.041
155885,0.275
155886,0.083
155887,0.251
155888,0.264
155889,0.113
155890,0.228
155891,0.264
155892,0.05
155893,0.393
155894,0.085
155895,0.114
155896,0.144
155897,0.238
155898,0.068
155899,0.253
155900,0.303
155901,0.156
155902,0.092
155903,0.252
155904,0.555
155905,0.262
155906,0.136
155907,0.246
155908,0.097
155909,0.222
155910,0.117
155911,0.06
155912,0.009
155913,0.099
155914,0.103
155915,0.133
155916,0.158
155917,0.346
155918,0.05
155919,0.105
155920,0.163
155921,0.277
155922,0.111
155923,0.28
155924,0.022
155925,0.159
155926,0.231
155927,0.111
155928,0.146
155929,0.18
155930,0.158
155931,0.086
155932,0.121
155933,0.148
155934,0.101
155935,0.407
155936,0.273
155937,0.256
155938,0.171
155939,0.259
155940,0.188
155941,0.231
155942,0.187
155943,0.154
155944,0.224
155945,0.209
155946,0.027
155947,0.115
155948,0.091
155949,0.11
155950,0.222
155951,0.083
155952,0.261
155953,0.023
155954,0.132
155955,0.15
155956,0.04
155957,0.258
155958,0.204
155959,0.344
155960,0.084
155961,0.106
155962,0.025
155963,0.175
155964,0.166
155965,0.282
155966,0.647
155967,0.173
155968,0.248
155969,0.059
155970,0.122
155971,0.253
155972,0.2
155973,0.202
155974,0.04
155975,0.168
155976,0.086
155977,0.28
155978,0.065
155979,0.466
155980,0.113
155981,0.046
155982,0.075
155983,0.031
155984,0.083
155985,0.24
155986,0.105
155987,0.078
155988,0.146
155989,0.121
155990,0.148
155991,0.091
155992,0.169
155993,0.475
155994,0.239
155995,0.073
155996,0.092
155997,0.13
155998,0.138
155999,0.237
156000,0.143
156001,0.181
156002,0.101
156003,0.128
156004,0.746
156005,0.101
156006,0.081
156007,0.15
156008,0.128
156009,0.228
156010,0.469
156011,0.152
156012,0.039
156013,0.247
156014,0.202
156015,0.084
156016,0.112
156017,0.044
156018,0.084
156019,0.157
156020,0.134
156021,0.043
156022,0.214
156023,0.202
156024,0.083
156025,0.034
156026,0.17
156027,0.228
156028,0.085
156029,0.574
156030,0.17
156031,0.215
156032,0.03
156033,0.131
156034,0.132
156035,0.121
156036,0.083
156037,0.435
156038,0.053
156039,0.145
156040,0.151
156041,0.115
156042,0.309
156043,0.446
156044,0.054
156045,0.254
156046,0.288
156047,0.111
156048,0.027
156049,0.422
156050,0.095
156051,0.38
156052,0.096
156053,0.197
156054,0.642
156055,0.073
156056,0.169
156057,0.307
156058,0.01
156059,0.061
156060,0.11
156061,0.296
156062,0.043
156063,0.064
156064,0.292
156065,0.043
156066,0.09
156067,0.035
156068,0.237
156069,0.22
156070,0.314
156071,0.128
156072,0.404
156073,0.09
156074,0.46
156075,0.122
156076,0.361
156077,0.106
156078,0.094
156079,0.07
156080,0.295
156081,0.053
156082,0.099
156083,0.082
156084,0.192
156085,0.148
156086,0.03
156087,0.074
156088,0.074
156089,0.052
156090,0.054
156091,0.249
156092,0.024
156093,0.109
156094,0.222
156095,0.228
156096,0.121
156097,0.139
156098,0.221
156099,0.231
156100,0.054
156101,0.096
156102,0.085
156103,0.08
156104,0.083
156105,0.22
156106,0.107
156107,0.055
156108,0.096
156109,0.142
156110,0.119
156111,0.155
156112,0.108
156113,0.141
156114,0.069
156115,0.135
156116,0.117
156117,0.169
156118,0.242
156119,0.121
156120,0.276
156121,0.101
156122,0.061
156123,0.036
156124,0.107
156125,0.064
156126,0.05
156127,0.621
156128,0.222
156129,0.114
156130,0.133
156131,0.332
156132,0.478
156133,0.15
156134,0.307
156135,0.058
156136,0.136
156137,0.07
156138,0.15
156139,0.492
156140,0.411
156141,0.156
156142,0.106
156143,0.011
156144,0.316
156145,0.179
156146,0.312
156147,0.037
156148,0.101
156149,0.095
156150,0.263
156151,0.106
156152,0.172
156153,0.118
156154,0.239
156155,0.131
156156,0.162
156157,0.205
156158,0.058
156159,0.214
156160,0.172
156161,0.261
156162,0.368
156163,0.083
156164,0.274
156165,0.237
156166,0.35
156167,0.046
156168,0.623
156169,0.36
156170,0.081
156171,0.135
156172,0.079
156173,0.257
156174,0.052
156175,0.276
156176,0.091
156177,0.101
156178,0.206
156179,0.403
156180,0.183
156181,0.374
156182,0.148
156183,0.436
156184,0.085
156185,0.052
156186,0.006
156187,0.207
156188,0.108
156189,0.344
156190,0.264
156191,0.19
156192,0.541
156193,0.072
156194,0.102
156195,0.05
156196,0.259
156197,0.129
156198,0.139
156199,0.183
156200,0.095
156201,0.006
156202,0.302
156203,0.69
156204,0.227
156205,0.399
156206,0.164
156207,0.282
156208,0.197
156209,0.082
156210,0.469
156211,0.034
156212,0.287
156213,0.038
156214,0.103
156215,0.061
156216,0.202
156217,0.162
156218,0.209
156219,0.093
156220,0.168
156221,0.214
156222,0.114
156223,0.133
156224,0.093
156225,0.112
156226,0.115
156227,0.214
156228,0.073
156229,0.104
156230,0.231
156231,0.066
156232,0.164
156233,0.118
156234,0.031
156235,0.05
156236,0.104
156237,0.13
156238,0.096
156239,0.374
156240,0.228
156241,0.298
156242,0.157
156243,0.292
156244,0.135
156245,0.213
156246,0.115
156247,0.363
156248,0.106
156249,0.053
156250,0.085
156251,0.275
156252,0.116
156253,0.126
156254,0.38
156255,0.666
156256,0.203
156257,0.092
156258,0.134
156259,0.068
156260,0.056
156261,0.085
156262,0.042
156263,0.082
156264,0.047
156265,0.113
156266,0.101
156267,0.338
156268,0.056
156269,0.06
156270,0.121
156271,0.084
156272,0.169
156273,0.153
156274,0.059
156275,0.258
156276,0.219
156277,0.217
156278,0.082
156279,0.118
156280,0.552
156281,0.438
156282,0.128
156283,0.443
156284,0.088
156285,0.049
156286,0.234
156287,0.072
156288,0.14
156289,0.025
156290,0.288
156291,0.108
156292,0.32
156293,0.252
156294,0.225
156295,0.229
156296,0.141
156297,0.293
156298,0.44
156299,0.186
156300,0.168
156301,0.045
156302,0.435
156303,0.297
156304,0.522
156305,0.237
156306,0.053
156307,0.567
156308,0.334
156309,0.213
156310,0.037
156311,0.127
156312,0.105
156313,0.086
156314,0.107
156315,0.014
156316,0.063
156317,0.057
156318,0.162
156319,0.095
156320,0.228
156321,0.134
156322,0.083
156323,0.086
156324,0.2
156325,0.199
156326,0.174
156327,0.121
156328,0.188
156329,0.02
156330,0.087
156331,0.101
156332,0.326
156333,0.06
156334,0.168
156335,0.222
156336,0.131
156337,0.116
156338,0.336
156339,0.261
156340,0.325
156341,0.387
156342,0.084
156343,0.02
156344,0.08
156345,0.079
156346,0.239
156347,0.156
156348,0.092
156349,0.052
156350,0.181
156351,0.211
156352,0.069
156353,0.185
156354,0.039
156355,0.056
156356,0.136
156357,0.106
156358,0.081
156359,0.122
156360,0.155
156361,0.036
156362,0.046
156363,0.071
156364,0.241
156365,0.418
156366,0.16
156367,0.214
156368,0.122
156369,0.206
156370,0.087
156371,0.07
156372,0.246
156373,0.176
156374,0.063
156375,0.08
156376,0.208
156377,0.351
156378,0.187
156379,0.111
156380,0.15
156381,0.042
156382,0.087
156383,0.072
156384,0.239
156385,0.098
156386,0.13
156387,0.537
156388,0.041
156389,0.621
156390,0.187
156391,0.076
156392,0.424
156393,0.136
156394,0.251
156395,0.07
156396,0.102
156397,0.123
156398,0.408
156399,0.189
156400,0.096
156401,0.068
156402,0.021
156403,0.143
156404,0.11
156405,0.378
156406,0.126
156407,0.249
156408,0.081
156409,0.128
156410,0.11
156411,0.217
156412,0.113
156413,0.183
156414,0.042
156415,0.29
156416,0.108
156417,0.232
156418,0.205
156419,0.116
156420,0.099
156421,0.105
156422,0.135
156423,0.111
156424,0.126
156425,0.158
156426,0.007
156427,0.112
156428,0.307
156429,0.109
156430,0.21
156431,0.109
156432,0.208
156433,0.291
156434,0.054
156435,0.051
156436,0.07
156437,0.132
156438,0.47
156439,0.091
156440,0.076
156441,0.247
156442,0.134
156443,0.133
156444,0.679
156445,0.084
156446,0.076
156447,0.093
156448,0.123
156449,0.087
156450,0.07
156451,0.257
156452,0.128
156453,0.075
156454,0.179
156455,0.135
156456,0.289
156457,0.152
156458,0.167
156459,0.257
156460,0.26
156461,0.216
156462,0.082
156463,0.135
156464,0.253
156465,0.118
156466,0.159
156467,0.486
156468,0.147
156469,0.117
156470,0.045
156471,0.056
156472,0.023
156473,0.07
156474,0.081
156475,0.052
156476,0.308
156477,0.108
156478,0.386
156479,0.126
156480,0.097
156481,0.153
156482,0.328
156483,0.067
156484,0.117
156485,0.13
156486,0.12
156487,0.289
156488,0.087
156489,0.106
156490,0.078
156491,0.105
156492,0.217
156493,0.088
156494,0.067
156495,0.251
156496,0.114
156497,0.043
156498,0.087
156499,0.344
156500,0.115
156501,0.067
156502,0.101
156503,0.13
156504,0.279
156505,0.043
156506,0.09
156507,0.121
156508,0.126
156509,0.206
156510,0.421
156511,0.11
156512,0.086
156513,0.207
156514,0.079
156515,0.026
156516,0.127
156517,0.148
156518,0.214
156519,0.191
156520,0.196
156521,0.137
156522,0.026
156523,0.439
156524,0.212
156525,0.016
156526,0.48
156527,0.127
156528,0.247
156529,0.086
156530,0.303
156531,0.086
156532,0.267
156533,0.315
156534,0.26
156535,0.114
156536,0.062
156537,0.219
156538,0.128
156539,0.09
156540,0.426
156541,0.043
156542,0.182
156543,0.183
156544,0.516
156545,0.314
156546,0.187
156547,0.082
156548,0.054
156549,0.314
156550,0.036
156551,0.072
156552,0.157
156553,0.143
156554,0.385
156555,0.175
156556,0.168
156557,0.067
156558,0.1
156559,0.117
156560,0.151
156561,0.108
156562,0.16
156563,0.198
156564,0.092
156565,0.127
156566,0.313
156567,0.116
156568,0.185
156569,0.088
156570,0.188
156571,0.09
156572,0.196
156573,0.056
156574,0.145
156575,0.32
156576,0.469
156577,0.135
156578,0.043
156579,0.077
156580,0.306
156581,0.33
156582,0.213
156583,0.076
156584,0.018
156585,0.524
156586,0.855
156587,0.108
156588,0.108
156589,0.087
156590,0.098
156591,0.143
156592,0.038
156593,0.256
156594,0.237
156595,0.279
156596,0.066
156597,0.101
156598,0.103
156599,0.123
156600,0.307
156601,0.454
156602,0.111
156603,0.149
156604,0.371
156605,0.07
156606,0.077
156607,0.128
156608,0.391
156609,0.153
156610,0.132
156611,0.048
156612,0.148
156613,0.07
156614,0.383
156615,0.43
156616,0.661
156617,0.304
156618,0.133
156619,0.035
156620,0.239
156621,0.121
156622,0.163
156623,0.035
156624,0.034
156625,0.058
156626,0.216
156627,0.287
156628,0.011
156629,0.542
156630,0.042
156631,0.102
156632,0.051
156633,0.394
156634,0.11
156635,0.103
156636,0.247
156637,0.201
156638,0.089
156639,0.205
156640,0.281
156641,0.037
156642,0.059
156643,0.091
156644,0.258
156645,0.193
156646,0.041
156647,0.084
156648,0.223
156649,0.678
156650,0.118
156651,0.094
156652,0.144
156653,0.212
156654,0.731
156655,0.169
156656,0.13
156657,0.08
156658,0.108
156659,0.106
156660,0.115
156661,0.108
156662,0.162
156663,0.066
156664,0.113
156665,0.303
156666,0.139
156667,0.07
156668,0.163
156669,0.178
156670,0.285
156671,0.06
156672,0.175
156673,0.136
156674,0.201
156675,0.115
156676,0.247
156677,0.103
156678,0.702
156679,0.086
156680,0.055
156681,0.203
156682,0.262
156683,0.144
156684,0.347
156685,0.097
156686,0.172
156687,0.097
156688,0.298
156689,0.175
156690,0.369
156691,0.198
156692,0.283
156693,0.258
156694,0.234
156695,0.111
156696,0.105
156697,0.045
156698,0.136
156699,0.074
156700,0.142
156701,0.094
156702,0.047
156703,0.233
156704,0.023
156705,0.129
156706,0.153
156707,0.133
156708,0.362
156709,0.098
156710,0.201
156711,0.193
156712,0.21
156713,0.282
156714,0.188
156715,0.191
156716,0.033
156717,0.12
156718,0.169
156719,0.216
156720,0.13
156721,0.106
156722,0.112
156723,0.512
156724,0.174
156725,0.176
156726,0.099
156727,0.214
156728,0.275
156729,0.353
156730,0.178
156731,0.173
156732,0.033
156733,0.157
156734,0.081
156735,0.135
156736,0.185
156737,0.063
156738,0.285
156739,0.167
156740,0.115
156741,0.06
156742,0.109
156743,0.2
156744,0.154
156745,0.168
156746,0.09
156747,0.127
156748,0.11
156749,0.054
156750,0.176
156751,0.231
156752,0.124
156753,0.294
156754,0.134
156755,0.198
156756,0.409
156757,0.14
156758,0.113
156759,0.055
156760,0.127
156761,0.044
156762,0.111
156763,0.214
156764,0.122
156765,0.055
156766,0.139
156767,0.082
156768,0.087
156769,0.149
156770,0.027
156771,0.007
156772,0.203
156773,0.427
156774,0.075
156775,0.054
156776,0.092
156777,0.15
156778,0.07
156779,0.137
156780,0.176
156781,0.145
156782,0.101
156783,0.273
156784,0.297
156785,0.156
156786,0.063
156787,0.178
156788,0.203
156789,0.092
156790,0.103
156791,0.189
156792,0.414
156793,0.747
156794,0.139
156795,0.054
156796,0.129
156797,0.179
156798,0.227
156799,0.041
156800,0.14
156801,0.257
156802,0.101
156803,0.15
156804,0.067
156805,0.323
156806,0.06
156807,0.101
156808,0.092
156809,0.063
156810,0.203
156811,0.143
156812,0.103
156813,0.045
156814,0.358
156815,0.072
156816,0.098
156817,0.779
156818,0.139
156819,0.121
156820,0.358
156821,0.088
156822,0.013
156823,0.395
156824,0.35
156825,0.563
156826,0.072
156827,0.276
156828,0.144
156829,0.412
156830,0.295
156831,0.135
156832,0.198
156833,0.176
156834,0.076
156835,0.179
156836,0.085
156837,0.051
156838,0.374
156839,0.184
156840,0.341
156841,0.128
156842,0.123
156843,0.192
156844,0.151
156845,0.086
156846,0.12
156847,0.045
156848,0.121
156849,0.111
156850,0.158
156851,0.139
156852,0.077
156853,0.139
156854,0.144
156855,0.115
156856,0.115
156857,0.19
156858,0.067
156859,0.141
156860,0.158
156861,0.128
156862,0.17
156863,0.168
156864,0.075
156865,0.18
156866,0.358
156867,0.138
156868,0.271
156869,0.131
156870,0.099
156871,0.035
156872,0.062
156873,0.077
156874,0.128
156875,0.177
156876,0.217
156877,0.238
156878,0.571
156879,0.239
156880,0.441
156881,0.201
156882,0.337
156883,0.188
156884,0.196
156885,0.195
156886,0.165
156887,0.095
156888,0.139
156889,0.085
156890,0.068
156891,0.079
156892,0.181
156893,0.112
156894,0.135
156895,0.145
156896,0.105
156897,0.071
156898,0.065
156899,0.259
156900,0.555
156901,0.137
156902,0.101
156903,0.167
156904,0.176
156905,0.188
156906,0.23
156907,0.235
156908,0.069
156909,0.2
156910,0.096
156911,0.132
156912,0.195
156913,0.323
156914,0.032
156915,0.164
156916,0.11
156917,0.07
156918,0.05
156919,0.203
156920,0.128
156921,0.093
156922,0.228
156923,0.037
156924,0.153
156925,0.327
156926,0.452
156927,0.414
156928,0.172
156929,0.237
156930,0.051
156931,0.46
156932,0.027
156933,0.625
156934,0.312
156935,0.08
156936,0.163
156937,0.067
156938,0.184
156939,0.15
156940,0.074
156941,0.305
156942,0.048
156943,0.249
156944,0.129
156945,0.207
